donnaient	O	O	O	O	O	
quelque	O	O	O	O	O	
chose	O	O	O	O	O	
d'enfantin.	O	O	O	O	O	

Il	O	O	O	O	O	
poussait	O	O	O	O	O	
du	O	O	O	O	O	
bout	O	O	O	O	O	
des	O	O	O	O	O	
lèvres	O	O	O	O	O	
une	O	O	O	O	O	
espèce	O	O	O	O	O	
de	O	O	O	O	O	
sifflement	O	O	O	O	O	
continu.	O	O	O	O	O	

L'air	O	O	O	O	O	
sérieux	O	O	O	O	O	
de	O	O	O	O	O	
Pécuchet	B-PER	O	O	O	O	
frappa	I-PER	O	O	O	O	
Bouvard.	B-PER	O	O	O	O	

On	O	O	O	O	O	
aurait	O	O	O	O	O	
dit	O	O	O	O	O	
qu'il	O	O	O	O	O	
portait	O	O	O	O	O	
une	O	O	O	O	O	
perruque,	O	O	O	O	O	
tant	O	O	O	O	O	
les	O	O	O	O	O	
mèches	O	O	O	O	O	
garnissant	O	O	O	O	O	
son	O	O	O	O	O	
crâne	O	O	O	O	O	
élevé	O	O	O	O	O	
étaient	O	O	O	O	O	
plates	O	O	O	O	O	
et	O	O	O	O	O	
noires.	O	O	O	O	O	
Sa	O	O	O	O	O	
figure	O	O	O	O	O	
semblait	O	O	O	O	O	
toute	O	O	O	O	O	
en	O	O	O	O	O	
profil,	O	O	O	O	O	
à	O	O	O	O	O	
cause	O	O	O	O	O	
du	O	O	O	O	O	
nez	O	O	O	O	O	
qui	O	O	O	O	O	
descendait	O	O	O	O	O	
très	O	O	O	O	O	
bas.	O	O	O	O	O	
Ses	O	O	O	O	O	
jambes,	O	O	O	O	O	
prises	O	O	O	O	O	
dans	O	O	O	O	O	
des	O	O	O	O	O	
tuyaux	O	O	O	O	O	
de	O	O	O	O	O	
lasting,	O	O	O	O	O	
manquaient	O	O	O	O	O	
de	O	O	O	O	O	
proportion	O	O	O	O	O	
avec	O	O	O	O	O	
la	O	O	O	O	O	
longueur	O	O	O	O	O	
du	O	O	O	O	O	
buste,	O	O	O	O	O	
et	O	O	O	O	O	
il	O	O	O	O	O	
avait	O	O	O	O	O	
une	O	O	O	O	O	
voix	O	O	O	O	O	
forte,	O	O	O	O	O	
caverneuse.	O	O	O	O	O	

Cette	O	O	O	O	O	
exclamation	O	O	O	O	O	
lui	O	O	O	O	O	
échappa	O	O	O	O	O	
:	O	O	O	O	O	

—	O	O	O	O	O	
Comme	O	O	O	O	O	
on	O	O	O	O	O	
serait	O	O	O	O	O	
bien	O	O	O	O	O	
à	O	O	O	O	O	
la	B-LOC	O	O	O	O	
campagne	I-LOC	O	O	O	O	
!	I-LOC	O	O	O	O	

Mais	O	O	O	O	O	
la	B-LOC	O	O	O	O	
banlieue,	I-LOC	O	O	O	O	
selon	O	O	O	O	O	
Bouvard,	B-PER	O	O	O	O	
était	O	O	O	O	O	
assommante	O	O	O	O	O	
par	O	O	O	O	O	
le	O	O	O	O	O	
tapage	O	O	O	O	O	
des	B-FAC	O	O	O	O	
guinguettes.	I-FAC	O	O	O	O	
Pécuchet	B-PER	O	O	O	O	
pensait	I-PER	O	O	O	O	
de	O	O	O	O	O	
même.	O	O	O	O	O	
Il	O	O	O	O	O	
commençait	O	O	O	O	O	
néanmoins	O	O	O	O	O	
à	O	O	O	O	O	
se	O	O	O	O	O	
sentir	O	O	O	O	O	
fatigué	O	O	O	O	O	
de	O	O	O	O	O	
la	B-GPE	O	O	O	O	
capitale,	I-GPE	O	O	O	O	
Bouvard	B-PER	O	O	O	O	
aussi.	I-PER	O	O	O	O	

Et	O	O	O	O	O	
leurs	O	O	O	O	O	
yeux	O	O	O	O	O	
erraient	O	O	O	O	O	
sur	O	O	O	O	O	
des	O	O	O	O	O	
tas	O	O	O	O	O	
de	O	O	O	O	O	
pierres	O	O	O	O	O	
à	O	O	O	O	O	
bâtir,	O	O	O	O	O	
sur	O	O	O	O	O	
l'eau	O	O	O	O	O	
hideuse	O	O	O	O	O	
où	O	O	O	O	O	
une	O	O	O	O	O	
botte	O	O	O	O	O	
de	O	O	O	O	O	
paille	O	O	O	O	O	
flottait,	O	O	O	O	O	
sur	O	O	O	O	O	
la	O	B-FAC	O	O	O	
cheminée	O	I-FAC	O	O	O	
d'une	B-FAC	I-FAC	O	O	O	
usine	I-FAC	I-FAC	O	O	O	
se	I-FAC	I-FAC	O	O	O	
dressant	O	O	O	O	O	
à	O	O	O	O	O	
l'horizon	O	O	O	O	O	
;	O	O	O	O	O	
des	O	O	O	O	O	
miasmes	O	O	O	O	O	
d'égout	O	O	O	O	O	
s'exhalaient.	O	O	O	O	O	
Ils	O	O	O	O	O	
se	O	O	O	O	O	
tournèrent	O	O	O	O	O	
de	O	O	O	O	O	
l'autre	O	O	O	O	O	
côté.	O	O	O	O	O	
Alors	O	O	O	O	O	
ils	O	O	O	O	O	
eurent	O	O	O	O	O	
devant	O	O	O	O	O	
eux	O	O	O	O	O	
les	O	O	O	O	O	
murs	O	O	O	O	O	
du	O	O	O	O	O	
Grenier	O	O	O	O	O	
d'abondance.	O	O	O	O	O	

Décidément	O	O	O	O	O	
(et	O	O	O	O	O	
Pécuchet	B-PER	O	O	O	O	
en	I-PER	O	O	O	O	
était	O	O	O	O	O	
surpris)	O	O	O	O	O	
on	O	O	O	O	O	
avait	O	O	O	O	O	
encore	O	O	O	O	O	
plus	O	O	O	O	O	
chaud	O	O	O	O	O	
dans	O	O	O	O	O	
les	B-FAC	O	O	O	O	
rues	I-FAC	O	O	O	O	
que	I-FAC	O	O	O	O	
chez	O	O	O	O	O	
soi	O	O	O	O	O	
!	O	O	O	O	O	

Bouvard	B-PER	O	O	O	O	
l'engagea	I-PER	O	O	O	O	
à	O	O	O	O	O	
mettre	O	O	O	O	O	
bas	O	O	O	O	O	
sa	O	O	O	O	O	
redingote.	O	O	O	O	O	
Lui,	O	O	O	O	O	
il	O	O	O	O	O	
se	O	O	O	O	O	
moquait	O	O	O	O	O	
du	O	O	O	O	O	
qu'en-dira-t-on	O	O	O	O	O	
!	O	O	O	O	O	

Tout	O	O	O	O	O	
à	O	O	O	O	O	
coup	O	O	O	O	O	
un	O	O	O	O	O	
ivrogne	O	O	O	O	O	
traversa	O	O	O	O	O	
en	O	O	O	O	O	
zigzag	O	O	O	O	O	
le	B-FAC	O	O	O	O	
trottoir	I-FAC	O	O	O	O	
;	I-FAC	O	O	O	O	
et,	O	O	O	O	O	
à	O	O	O	O	O	
propos	O	O	O	O	O	
des	B-PER	O	O	O	O	
ouvriers,	I-PER	O	O	O	O	
ils	O	O	O	O	O	
entamèrent	O	O	O	O	O	
une	O	O	O	O	O	
conversation	O	O	O	O	O	
politique.	O	O	O	O	O	
Leurs	O	O	O	O	O	
opinions	O	O	O	O	O	
étaient	O	O	O	O	O	
les	O	O	O	O	O	
mêmes,	O	O	O	O	O	
bien	O	O	O	O	O	
que	O	O	O	O	O	
Bouvard	B-PER	O	O	O	O	
fût	I-PER	O	O	O	O	
peut-être	O	O	O	O	O	
plus	O	O	O	O	O	
libéral.	O	O	O	O	O	

Un	O	O	O	O	O	
bruit	O	O	O	O	O	
de	O	O	O	O	O	
ferrailles	O	O	O	O	O	
sonna	O	O	O	O	O	
sur	O	O	O	O	O	
le	O	O	O	O	O	
pavé	O	O	O	O	O	
dans	O	O	O	O	O	
un	O	O	O	O	O	
tourbillon	O	O	O	O	O	
de	O	O	O	O	O	
poussière	O	O	O	O	O	
:	O	O	O	O	O	
c'étaient	O	O	O	O	O	
trois	B-VEH	O	O	O	O	
calèches	I-VEH	O	O	O	O	
de	I-VEH	O	O	O	O	
remise	I-VEH	O	O	O	O	
qui	I-VEH	O	O	O	O	
s'en	O	O	O	O	O	
allaient	O	O	O	O	O	
vers	O	O	O	O	O	
Bercy,	B-GPE	O	O	O	O	
promenant	O	O	O	O	O	
une	B-PER	O	O	O	O	
mariée	I-PER	O	O	O	O	
avec	I-PER	O	O	O	O	
son	O	O	O	O	O	
bouquet,	O	O	O	O	O	
des	B-PER	O	O	O	O	
bourgeois	I-PER	O	O	O	O	
en	I-PER	O	O	O	O	
cravate	I-PER	O	O	O	O	
blanche,	I-PER	O	O	O	O	
des	B-PER	O	O	O	O	
dames	I-PER	O	O	O	O	
enfouies	I-PER	O	O	O	O	
jusqu'aux	O	O	O	O	O	
aisselles	O	O	O	O	O	
dans	O	O	O	O	O	
leur	O	O	O	O	O	
jupon,	O	O	O	O	O	
deux	B-PER	O	O	O	O	
ou	I-PER	O	O	O	O	
trois	I-PER	O	O	O	O	
petites	I-PER	O	O	O	O	
filles,	I-PER	O	O	O	O	
un	B-PER	O	O	O	O	
collégien.	I-PER	O	O	O	O	
La	O	O	O	O	O	
vue	O	O	O	O	O	
de	O	O	O	O	O	
cette	O	O	O	O	O	
noce	O	O	O	O	O	
amena	O	O	O	O	O	
Bouvard	B-PER	O	O	O	O	
et	I-PER	O	O	O	O	
Pécuchet	I-PER	O	O	O	O	
à	I-PER	O	O	O	O	
parler	O	O	O	O	O	
des	B-PER	O	O	O	O	
femmes,	I-PER	O	O	O	O	
qu'ils	O	O	O	O	O	
déclarèrent	O	O	O	O	O	
frivoles,	O	O	O	O	O	
acariâtres,	O	O	O	O	O	
têtues.	O	O	O	O	O	
Malgré	O	O	O	O	O	
cela,	O	O	O	O	O	
elles	O	O	O	O	O	
étaient	O	O	O	O	O	
souvent	O	O	O	O	O	
meilleures	O	O	O	O	O	
que	O	O	O	O	O	
les	B-PER	O	O	O	O	
hommes	I-PER	O	O	O	O	
;	I-PER	O	O	O	O	
d'autres	O	O	O	O	O	
fois	O	O	O	O	O	
elles	O	O	O	O	O	
étaient	O	O	O	O	O	
pires.	O	O	O	O	O	
Bref,	O	O	O	O	O	
il	O	O	O	O	O	
valait	O	O	O	O	O	
mieux	O	O	O	O	O	
vivre	O	O	O	O	O	
sans	O	O	O	O	O	
elles	O	O	O	O	O	
;	O	O	O	O	O	
aussi	O	O	O	O	O	
Pécuchet	B-PER	O	O	O	O	
était	I-PER	O	O	O	O	
resté	O	O	O	O	O	
célibataire.	O	O	O	O	O	

—	O	O	O	O	O	
Moi,	B-PER	O	O	O	O	
je	O	O	O	O	O	
suis	O	O	O	O	O	
veuf,	O	O	O	O	O	
dit	O	O	O	O	O	
Bouvard,	B-PER	O	O	O	O	
et	O	O	O	O	O	
sans	O	O	O	O	O	
enfants	B-PER	O	O	O	O	
!	I-PER	O	O	O	O	

—	O	O	O	O	O	
C'est	O	O	O	O	O	
peut-être	O	O	O	O	O	
un	O	O	O	O	O	
bonheur	O	O	O	O	O	
pour	O	O	O	O	O	
vous	O	O	O	O	O	
?	O	O	O	O	O	
Mais	O	O	O	O	O	
la	O	O	O	O	O	
solitude	O	O	O	O	O	
à	O	O	O	O	O	
la	O	O	O	O	O	
longue	O	O	O	O	O	
était	O	O	O	O	O	
bien	O	O	O	O	O	
triste.	O	O	O	O	O	

Puis,	O	O	O	O	O	
au	O	B-LOC	O	O	O	
bord	O	I-LOC	O	O	O	
du	B-FAC	I-LOC	O	O	O	
quai	I-FAC	I-LOC	O	O	O	
parut	I-FAC	I-LOC	O	O	O	
une	B-PER	O	O	O	O	
fille	I-PER	O	O	O	O	
de	I-PER	O	O	O	O	
joie	I-PER	O	O	O	O	
avec	I-PER	O	O	O	O	
un	B-PER	O	O	O	O	
soldat.	I-PER	O	O	O	O	
Blême,	O	O	O	O	O	
les	O	O	O	O	O	
cheveux	O	O	O	O	O	
noirs	O	O	O	O	O	
et	O	O	O	O	O	
marquée	O	O	O	O	O	
de	O	O	O	O	O	
petite	O	O	O	O	O	
vérole,	O	O	O	O	O	
elle	O	O	O	O	O	
s'appuyait	O	O	O	O	O	
sur	O	O	O	O	O	
le	O	O	O	O	O	
bras	O	O	O	O	O	
du	O	O	O	O	O	
militaire,	O	O	O	O	O	
en	O	O	O	O	O	
traînant	O	O	O	O	O	
des	O	O	O	O	O	
savates	O	O	O	O	O	
et	O	O	O	O	O	
balançant	O	O	O	O	O	
les	O	O	O	O	O	
hanches.	O	O	O	O	O	

Quand	O	O	O	O	O	
elle	O	O	O	O	O	
fut	O	O	O	O	O	
plus	O	O	O	O	O	
loin,	O	O	O	O	O	
Bouvard	B-PER	O	O	O	O	
se	I-PER	O	O	O	O	
permit	O	O	O	O	O	
une	O	O	O	O	O	
réflexion	O	O	O	O	O	
obscène.	O	O	O	O	O	
Pécuchet	B-PER	O	O	O	O	
devint	I-PER	O	O	O	O	
très	O	O	O	O	O	
rouge,	O	O	O	O	O	
et	O	O	O	O	O	
sans	O	O	O	O	O	
doute	O	O	O	O	O	
pour	O	O	O	O	O	
s'éviter	O	O	O	O	O	
de	O	O	O	O	O	
répondre,	O	O	O	O	O	
lui	O	O	O	O	O	
désigna	O	O	O	O	O	
du	O	O	O	O	O	
regard	O	O	O	O	O	
un	B-PER	O	O	O	O	
prêtre	I-PER	O	O	O	O	
qui	I-PER	O	O	O	O	
s'avançait.	O	O	O	O	O	

L'ecclésiastique	B-PER	O	O	O	O	
descendit	I-PER	O	O	O	O	
avec	O	O	O	O	O	
lenteur	O	O	O	O	O	
l'avenue	B-FAC	O	O	O	O	
des	I-FAC	O	O	O	O	
maigres	I-FAC	O	O	O	O	
ormeaux	I-FAC	O	O	O	O	
jalonnant	I-FAC	O	O	O	O	
le	B-FAC	O	O	O	O	
trottoir,	I-FAC	O	O	O	O	
et	O	O	O	O	O	
Bouvard,	B-PER	O	O	O	O	
dès	O	O	O	O	O	
qu'il	O	O	O	O	O	
n'aperçut	O	O	O	O	O	
plus	O	O	O	O	O	
le	O	O	O	O	O	
tricorne,	O	O	O	O	O	
se	O	O	O	O	O	
déclara	O	O	O	O	O	
soulagé,	O	O	O	O	O	
car	O	O	O	O	O	
il	O	O	O	O	O	
exécrait	O	O	O	O	O	
les	B-PER	O	O	O	O	
jésuites.	I-PER	O	O	O	O	
Pécuchet,	B-PER	O	O	O	O	
sans	O	O	O	O	O	
les	O	O	O	O	O	
absoudre,	O	O	O	O	O	
montra	O	O	O	O	O	
quelque	O	O	O	O	O	
déférence	O	O	O	O	O	
pour	O	O	O	O	O	
la	O	O	O	O	O	
religion.	O	O	O	O	O	

Cependant	O	O	O	O	O	
le	O	O	O	O	O	
crépuscule	O	O	O	O	O	
tombait,	O	O	O	O	O	
et	O	O	O	O	O	
des	B-FAC	O	O	O	O	
persiennes	I-FAC	O	O	O	O	
en	I-FAC	O	O	O	O	
face	O	O	O	O	O	
s'étaient	O	O	O	O	O	
relevées.	O	O	O	O	O	
Les	B-PER	O	O	O	O	
passants	I-PER	O	O	O	O	
devinrent	I-PER	O	O	O	O	
plus	O	O	O	O	O	
nombreux.	O	O	O	O	O	
Sept	B-TIME	O	O	O	O	
heures	I-TIME	O	O	O	O	
sonnèrent.	I-TIME	O	O	O	O	

Leurs	O	O	O	O	O	
paroles	O	O	O	O	O	
coulaient	O	O	O	O	O	
intarissablement,	O	O	O	O	O	
les	O	O	O	O	O	
remarques	O	O	O	O	O	
succédant	O	O	O	O	O	
aux	O	O	O	O	O	
anecdotes,	O	O	O	O	O	
les	O	O	O	O	O	
aperçus	O	O	O	O	O	
philosophiques	O	O	O	O	O	
aux	O	O	O	O	O	
considérations	O	O	O	O	O	
individuelles.	O	O	O	O	O	
Ils	O	O	O	O	O	
dénigrèrent	O	O	O	O	O	
le	B-ORG	O	O	O	O	
corps	I-ORG	O	O	O	O	
des	I-ORG	O	O	O	O	
ponts	I-ORG	O	O	O	O	
et	I-ORG	O	O	O	O	
chaussées,	I-ORG	O	O	O	O	
la	B-ORG	O	O	O	O	
régie	I-ORG	O	O	O	O	
des	I-ORG	O	O	O	O	
tabacs,	I-ORG	O	O	O	O	
le	O	O	O	O	O	
commerce,	O	O	O	O	O	
les	B-FAC	O	O	O	O	
théâtres,	I-FAC	O	O	O	O	
notre	B-ORG	O	O	O	O	
marine	I-ORG	O	O	O	O	
et	I-ORG	O	O	O	O	
tout	O	O	O	O	O	
le	O	O	O	O	O	
genre	O	O	O	O	O	
humain,	O	O	O	O	O	
comme	O	O	O	O	O	
des	B-PER	O	O	O	O	
gens	I-PER	O	O	O	O	
qui	I-PER	O	O	O	O	
ont	O	O	O	O	O	
subi	O	O	O	O	O	
de	O	O	O	O	O	
grands	O	O	O	O	O	
déboires.	O	O	O	O	O	
Chacun	O	O	O	O	O	
en	O	O	O	O	O	
écoutant	O	O	O	O	O	
l'autre	O	O	O	O	O	
retrouvait	O	O	O	O	O	
des	O	O	O	O	O	
parties	O	O	O	O	O	
de	O	O	O	O	O	
lui-même	O	O	O	O	O	
oubliées.	O	O	O	O	O	
Et	O	O	O	O	O	
bien	O	O	O	O	O	
qu'ils	O	O	O	O	O	
eussent	O	O	O	O	O	
passé	O	O	O	O	O	
l'âge	O	O	O	O	O	
des	O	O	O	O	O	
émotions	O	O	O	O	O	
naïves,	O	O	O	O	O	
ils	O	O	O	O	O	
éprouvaient	O	O	O	O	O	
un	O	O	O	O	O	
plaisir	O	O	O	O	O	
nouveau,	O	O	O	O	O	
une	O	O	O	O	O	
sorte	O	O	O	O	O	
d'épanouissement,	O	O	O	O	O	
le	O	O	O	O	O	
charme	O	O	O	O	O	
des	O	O	O	O	O	
tendresses	O	O	O	O	O	
à	O	O	O	O	O	
leur	O	O	O	O	O	
début.	O	O	O	O	O	

Vingt	O	O	O	O	O	
fois	O	O	O	O	O	
ils	O	O	O	O	O	
s'étaient	O	O	O	O	O	
levés,	O	O	O	O	O	
s'étaient	O	O	O	O	O	
rassis	O	O	O	O	O	
et	O	O	O	O	O	
avaient	O	O	O	O	O	
fait	O	O	O	O	O	
la	O	O	O	O	O	
