modifié	O	-
.	O	-
Le	O	-
chemin	O	-
qui	O	-
menait	O	-
de	O	-
la	O	-
route	O	-
à	O	-
l'	O	-
habitation	O	-

son	O	-
avis	O	-
se	O	-
fût	O	-
modifié	O	-
.	O	-
Le	O	-
chemin	O	-
qui	O	-
menait	O	-
de	O	-
la	O	-
route	O	-
à	O	-
l'	O	-
habitation	O	-
s'	O	-
était	O	-
réduit	O	-
,	O	-
par	O	-
l'	O	-
envahissement	O	-
de	O	-
la	O	-
mousse	O	-
et	O	-
des	O	-
végétations	O	-
parasites	O	-
,	O	-
à	O	-

s'	O	-
était	O	-
réduit	O	-
,	O	-
par	O	-
l'	O	-
envahissement	O	-
de	O	-
la	O	-
mousse	O	-
et	O	-
des	O	-
végétations	O	-
parasites	O	-
,	O	-
à	O	-
un	O	-
étroit	O	-
sentier	O	-
blanc	O	-
semblable	O	-
à	O	-
un	O	-
galon	O	-
terni	O	-
sur	O	-
un	O	-
manteau	O	-
râpé	O	-
.	O	-
Deux	O	-
ornières	O	-

un	O	-
étroit	O	-
sentier	O	-
blanc	O	-
semblable	O	-
à	O	-
un	O	-
galon	O	-
terni	O	-
sur	O	-
un	O	-
manteau	O	-
râpé	O	-
.	O	-
Deux	O	-
ornières	O	-
remplies	O	-
d'	O	-
eau	O	-
de	O	-
pluie	O	-
et	O	-
habitées	O	-
par	O	-
des	O	-
grenouilles	O	-
témoignaient	O	-
qu'	O	-
anciennement	O	-
des	O	-
voitures	O	-
avaient	O	-

remplies	O	-
d'	O	-
eau	O	-
de	O	-
pluie	O	-
et	O	-
habitées	O	-
par	O	-
des	O	-
grenouilles	O	-
témoignaient	O	-
qu'	O	-
anciennement	O	-
des	O	-
voitures	O	-
avaient	O	-
passé	O	-
par	O	-
là	O	-
;	O	-
mais	O	-
la	O	-
sécurité	O	-
de	O	-
ces	O	-
batraciens	O	-
montrait	O	-
une	O	-
longue	O	-
possession	O	-
et	O	-
la	O	-

passé	O	-
par	O	-
là	O	-
;	O	-
mais	O	-
la	O	-
sécurité	O	-
de	O	-
ces	O	-
batraciens	O	-
montrait	O	-
une	O	-
longue	O	-
possession	O	-
et	O	-
la	O	-
certitude	O	-
de	O	-
n'	O	-
être	O	-
pas	O	-
dérangés	O	-
.	O	-
—	O	-
Sur	O	-
la	O	-
bande	O	-
frayée	O	-
à	O	-
travers	O	-
les	O	-
mauvaises	O	-

certitude	O	-
de	O	-
n'	O	-
être	O	-
pas	O	-
dérangés	O	-
.	O	-
—	O	-
Sur	O	-
la	O	-
bande	O	-
frayée	O	-
à	O	-
travers	O	-
les	O	-
mauvaises	O	-
herbes	O	-
,	O	-
et	O	-
détrempée	O	-
par	O	-
une	O	-
averse	O	-
récente	O	-
,	O	-
on	O	-
ne	O	-
voyait	O	-
aucune	O	-
empreinte	O	-
de	O	-
pas	O	-

herbes	O	-
,	O	-
et	O	-
détrempée	O	-
par	O	-
une	O	-
averse	O	-
récente	O	-
,	O	-
on	O	-
ne	O	-
voyait	O	-
aucune	O	-
empreinte	O	-
de	O	-
pas	O	-
humain	O	-
,	O	-
et	O	-
les	O	-
brindilles	O	-
de	O	-
broussailles	O	-
,	O	-
chargées	O	-
de	O	-
gouttelettes	O	-
brillantes	O	-
,	O	-
ne	O	-
paraissaient	O	-
pas	O	-

humain	O	-
,	O	-
et	O	-
les	O	-
brindilles	O	-
de	O	-
broussailles	O	-
,	O	-
chargées	O	-
de	O	-
gouttelettes	O	-
brillantes	O	-
,	O	-
ne	O	-
paraissaient	O	-
pas	O	-
avoir	O	-
été	O	-
écartées	O	-
depuis	O	-
longtemps	O	-
.	O	-
De	O	-
larges	O	-
plaques	O	-
de	O	-
lèpre	O	-
jaune	O	-
marbraient	O	-
les	O	-
tuiles	O	-
brunies	O	-

avoir	O	-
été	O	-
écartées	O	-
depuis	O	-
longtemps	O	-
.	O	-
De	O	-
larges	O	-
plaques	O	-
de	O	-
lèpre	O	-
jaune	O	-
marbraient	O	-
les	O	-
tuiles	O	-
brunies	O	-
et	O	-
désordonnées	O	-
des	O	-
toits	O	-
,	O	-
dont	O	-
les	O	-
chevrons	O	-
pourris	O	-
avaient	O	-
cédé	O	-
par	O	-
place	O	-
;	O	-
la	O	-
rouille	O	-

et	O	-
désordonnées	O	-
des	O	-
toits	O	-
,	O	-
dont	O	-
les	O	-
chevrons	O	-
pourris	O	-
avaient	O	-
cédé	O	-
par	O	-
place	O	-
;	O	-
la	O	-
rouille	O	-
empêchait	O	-
de	O	-
tourner	O	-
les	O	-
girouettes	O	-
,	O	-
qui	O	-
indiquaient	O	-
toutes	O	-
un	O	-
vent	O	-
différent	O	-
;	O	-
les	O	-
lucarnes	O	-
étaient	O	-

empêchait	O	-
de	O	-
tourner	O	-
les	O	-
girouettes	O	-
,	O	-
qui	O	-
indiquaient	O	-
toutes	O	-
un	O	-
vent	O	-
différent	O	-
;	O	-
les	O	-
lucarnes	O	-
étaient	O	-
bouchées	O	-
par	O	-
des	O	-
volets	O	-
de	O	-
bois	O	-
déjeté	O	-
et	O	-
fendu	O	-
.	O	-
Des	O	-
pierrailles	O	-
remplissaient	O	-
les	O	-
barbacanes	O	-
des	O	-

bouchées	O	-
par	O	-
des	O	-
volets	O	-
de	O	-
bois	O	-
déjeté	O	-
et	O	-
fendu	O	-
.	O	-
Des	O	-
pierrailles	O	-
remplissaient	O	-
les	O	-
barbacanes	O	-
des	O	-
tours	O	-
;	O	-
sur	O	-
les	O	-
douze	O	-
fenêtres	O	-
de	O	-
la	O	-
façade	O	-
,	O	-
il	O	-
y	O	-
en	O	-
avait	O	-
huit	O	-
barrées	O	-

tours	O	-
;	O	-
sur	O	-
les	O	-
douze	O	-
fenêtres	O	-
de	O	-
la	O	-
façade	O	-
,	O	-
il	O	-
y	O	-
en	O	-
avait	O	-
huit	O	-
barrées	O	-
par	O	-
des	O	-
planches	O	-
;	O	-
les	O	-
deux	O	-
autres	O	-
montraient	O	-
des	O	-
vitres	O	-
bouillonnées	O	-
,	O	-
tremblant	O	-
,	O	-
à	O	-
la	O	-

par	O	-
des	O	-
planches	O	-
;	O	-
les	O	-
deux	O	-
autres	O	-
montraient	O	-
des	O	-
vitres	O	-
bouillonnées	O	-
,	O	-
tremblant	O	-
,	O	-
à	O	-
la	O	-
moindre	O	-
pression	O	-
de	O	-
la	O	-
bise	O	-
,	O	-
dans	O	-
leur	O	-
réseau	O	-
de	O	-
plomb	O	-
.	O	-
Entre	O	-
ces	O	-
fenêtres	O	-
,	O	-

moindre	O	-
pression	O	-
de	O	-
la	O	-
bise	O	-
,	O	-
dans	O	-
leur	O	-
réseau	O	-
de	O	-
plomb	O	-
.	O	-
Entre	O	-
ces	O	-
fenêtres	O	-
,	O	-
le	O	-
crépi	O	-
,	O	-
tombé	O	-
par	O	-
écailles	O	-
comme	O	-
les	O	-
squames	O	-
d'	O	-
une	O	-
peau	O	-
malade	O	-
,	O	-
mettait	O	-
à	O	-

le	O	-
crépi	O	-
,	O	-
tombé	O	-
par	O	-
écailles	O	-
comme	O	-
les	O	-
squames	O	-
d'	O	-
une	O	-
peau	O	-
malade	O	-
,	O	-
mettait	O	-
à	O	-
nu	O	-
des	O	-
briques	O	-
disjointes	O	-
,	O	-
des	O	-
moellons	O	-
effrités	O	-
aux	O	-
pernicieuses	O	-
influences	O	-
de	O	-
la	O	-
lune	O	-
;	O	-
la	O	-

nu	O	-
des	O	-
briques	O	-
disjointes	O	-
,	O	-
des	O	-
moellons	O	-
effrités	O	-
aux	O	-
pernicieuses	O	-
influences	O	-
de	O	-
la	O	-
lune	O	-
;	O	-
la	O	-
porte	O	-
,	O	-
encadrée	O	-
d'	O	-
un	O	-
linteau	O	-
de	O	-
pierre	O	-
,	O	-
dont	O	-
les	O	-
rugosités	O	-
régulières	O	-
indiquaient	O	-
une	O	-
ancienne	O	-

porte	O	-
,	O	-
encadrée	O	-
d'	O	-
un	O	-
linteau	O	-
de	O	-
pierre	O	-
,	O	-
dont	O	-
les	O	-
rugosités	O	-
régulières	O	-
indiquaient	O	-
une	O	-
ancienne	O	-
ornementation	O	-
émoussée	O	-
par	O	-
le	O	-
temps	O	-
et	O	-
l'	O	-
incurie	O	-
,	O	-
était	O	-
surmontée	O	-
d'	O	-
un	O	-
blason	O	-
fruste	O	-
que	O	-

ornementation	O	-
émoussée	O	-
par	O	-
le	O	-
temps	O	-
et	O	-
l'	O	-
incurie	O	-
,	O	-
était	O	-
surmontée	O	-
d'	O	-
un	O	-
blason	O	-
fruste	O	-
que	O	-
le	O	-
plus	O	-
habile	O	-
héraut	O	-
d'	O	-
armes	O	-
eût	O	-
été	O	-
impuissant	O	-
à	O	-
déchiffrer	O	-
et	O	-
dont	O	-
les	O	-
lambrequins	O	-
se	O	-

le	O	-
plus	O	-
habile	O	-
héraut	O	-
d'	O	-
armes	O	-
eût	O	-
été	O	-
impuissant	O	-
à	O	-
déchiffrer	O	-
et	O	-
dont	O	-
les	O	-
lambrequins	O	-
se	O	-
contournaient	O	-
fantasquement	O	-
,	O	-
non	O	-
sans	O	-
de	O	-
nombreuses	O	-
solutions	O	-
de	O	-
continuité	O	-
.	O	-
Les	O	-
vantaux	O	-
de	O	-
la	O	-
porte	O	-

contournaient	O	-
fantasquement	O	-
,	O	-
non	O	-
sans	O	-
de	O	-
nombreuses	O	-
solutions	O	-
de	O	-
continuité	O	-
.	O	-
Les	O	-
vantaux	O	-
de	O	-
la	O	-
porte	O	-
offraient	O	-
encore	O	-
,	O	-
vers	O	-
le	O	-
haut	O	-
,	O	-
quelques	O	-
restes	O	-
de	O	-
peinture	O	-
sang	O	-
de	O	-
bœuf	O	-
et	O	-
semblaient	O	-

offraient	O	-
encore	O	-
,	O	-
vers	O	-
le	O	-
haut	O	-
,	O	-
quelques	O	-
restes	O	-
de	O	-
peinture	O	-
sang	O	-
de	O	-
bœuf	O	-
et	O	-
semblaient	O	-
rougir	O	-
de	O	-
leur	O	-
état	O	-
de	O	-
délabrement	O	-
;	O	-
des	O	-
clous	O	-
à	O	-
tête	O	-
de	O	-
diamant	O	-
contenaient	O	-
leurs	O	-
ais	O	-

rougir	O	-
de	O	-
leur	O	-
état	O	-
de	O	-
délabrement	O	-
;	O	-
des	O	-
clous	O	-
à	O	-
tête	O	-
de	O	-
diamant	O	-
contenaient	O	-
leurs	O	-
ais	O	-
fendillés	O	-
et	O	-
formaient	O	-
des	O	-
symétries	O	-
interrompues	O	-
çà	O	-
et	O	-
là	O	-
.	O	-
Un	O	-
seul	O	-
battant	O	-
s'	O	-
ouvrait	O	-
et	O	-

fendillés	O	-
et	O	-
formaient	O	-
des	O	-
symétries	O	-
interrompues	O	-
çà	O	-
et	O	-
là	O	-
.	O	-
Un	O	-
seul	O	-
battant	O	-
s'	O	-
ouvrait	O	-
et	O	-
suffisait	O	-
à	O	-
la	O	-
circulation	O	-
des	O	-
hôtes	O	-
évidemment	O	-
peu	O	-
nombreux	O	-
du	O	-
castel	O	-
,	O	-
et	O	-
contre	O	-
le	O	-
jambage	O	-

suffisait	O	-
à	O	-
la	O	-
circulation	O	-
des	O	-
hôtes	O	-
évidemment	O	-
peu	O	-
nombreux	O	-
du	O	-
castel	O	-
,	O	-
et	O	-
contre	O	-
le	O	-
jambage	O	-
de	O	-
la	O	-
porte	O	-
s'	O	-
appuyait	O	-
une	O	-
roue	O	-
démantelée	O	-
et	O	-
tombant	O	-
en	O	-
javelle	O	-
,	O	-
dernier	O	-
débris	O	-
d'	O	-

de	O	-
la	O	-
porte	O	-
s'	O	-
appuyait	O	-
une	O	-
roue	O	-
démantelée	O	-
et	O	-
tombant	O	-
en	O	-
javelle	O	-
,	O	-
dernier	O	-
débris	O	-
d'	O	-
un	O	-
carrosse	O	-
défunt	O	-
sous	O	-
le	O	-
règne	O	-
précédent	O	-
.	O	-
Des	O	-
nids	O	-
d'	O	-
hirondelles	O	-
oblitéraient	O	-
le	O	-
faîte	O	-
des	O	-

un	O	-
carrosse	O	-
défunt	O	-
sous	O	-
le	O	-
règne	O	-
précédent	O	-
.	O	-
Des	O	-
nids	O	-
d'	O	-
hirondelles	O	-
oblitéraient	O	-
le	O	-
faîte	O	-
des	O	-
cheminées	O	-
et	O	-
les	O	-
angles	O	-
des	O	-
fenêtres	O	-
,	O	-
et	O	-
,	O	-
sans	O	-
un	O	-
mince	O	-
filet	O	-
de	O	-
fumée	B-EVENT	31
qui	O	-

cheminées	O	-
et	O	-
les	O	-
angles	O	-
des	O	-
fenêtres	O	-
,	O	-
et	O	-
,	O	-
sans	O	-
un	O	-
mince	O	-
filet	O	-
de	O	-
fumée	B-EVENT	15
qui	O	-
sortait	B-EVENT	15
d'	O	-
un	O	-
tuyau	O	-
de	O	-
briques	O	-
et	O	-
se	O	-
tortillait	O	-
en	O	-
vrille	O	-
comme	O	-
dans	O	-
ces	O	-
dessins	O	-
de	O	-

sortait	B-EVENT	1
d'	O	-
un	O	-
tuyau	O	-
de	O	-
briques	O	-
et	O	-
se	O	-
tortillait	O	-
en	O	-
vrille	O	-
comme	O	-
dans	O	-
ces	O	-
dessins	O	-
de	O	-
maisons	O	-
que	O	-
les	O	-
écoliers	O	-
griffonnent	O	-
sur	O	-
la	O	-
marge	O	-
de	O	-
leurs	O	-
livres	O	-
de	O	-
classe	O	-
,	O	-
on	O	-
aurait	O	-

maisons	O	-
que	O	-
les	O	-
écoliers	O	-
griffonnent	O	-
sur	O	-
la	O	-
marge	O	-
de	O	-
leurs	O	-
livres	O	-
de	O	-
classe	O	-
,	O	-
on	O	-
aurait	O	-
pu	O	-
croire	O	-
le	O	-
logis	O	-
inhabité	O	-
:	O	-
maigre	O	-
devait	O	-
être	O	-
la	O	-
cuisine	B-EVENT	27
qui	O	-
se	B-EVENT	27
préparait	I-EVENT	-
à	O	-
ce	O	-

pu	O	-
croire	O	-
le	O	-
logis	O	-
inhabité	O	-
:	O	-
maigre	O	-
devait	O	-
être	O	-
la	O	-
cuisine	B-EVENT	11
qui	O	-
se	B-EVENT	11
préparait	I-EVENT	-
à	O	-
ce	O	-
foyer	O	-
,	O	-
car	O	-
un	O	-
soudard	O	-
avec	O	-
sa	O	-
pipe	O	-
eût	O	-
produit	O	-
des	O	-
flocons	O	-
plus	O	-
épais	O	-
.	O	-
C'	O	-

foyer	O	-
,	O	-
car	O	-
un	O	-
soudard	O	-
avec	O	-
sa	O	-
pipe	O	-
eût	O	-
produit	O	-
des	O	-
flocons	O	-
plus	O	-
épais	O	-
.	O	-
C'	O	-
était	O	-
le	O	-
seul	O	-
signe	B-EVENT	20
de	I-EVENT	-
vie	I-EVENT	-
que	O	-
donnât	O	-
la	O	-
maison	O	-
,	O	-
comme	O	-
ces	O	-
mourants	O	-
dont	O	-
l'	O	-

était	O	-
le	O	-
seul	O	-
signe	B-EVENT	4
de	I-EVENT	-
vie	I-EVENT	-
que	O	-
donnât	O	-
la	O	-
maison	O	-
,	O	-
comme	O	-
ces	O	-
mourants	O	-
dont	O	-
l'	O	-
existence	O	-
ne	O	-
se	O	-
révèle	O	-
que	O	-
par	O	-
la	O	-
vapeur	O	-
de	O	-
leur	O	-
souffle	O	-
.	O	-
En	O	-
poussant	O	-
le	O	-
vantail	O	-

existence	O	-
ne	O	-
se	O	-
révèle	O	-
que	O	-
par	O	-
la	O	-
vapeur	O	-
de	O	-
leur	O	-
souffle	O	-
.	O	-
En	O	-
poussant	O	-
le	O	-
vantail	O	-
mobile	O	-
de	O	-
la	O	-
porte	O	-
,	O	-
qui	O	-
ne	O	-
cédait	O	-
pas	O	-
sans	O	-
protester	O	-
et	O	-
tournait	O	-
avec	O	-
une	O	-
évidente	O	-

mobile	O	-
de	O	-
la	O	-
porte	O	-
,	O	-
qui	O	-
ne	O	-
cédait	O	-
pas	O	-
sans	O	-
protester	O	-
et	O	-
tournait	O	-
avec	O	-
une	O	-
évidente	O	-
mauvaise	O	-
humeur	O	-
sur	O	-
ses	O	-
gonds	O	-
oxydés	O	-
et	O	-
criards	O	-
,	O	-
on	O	-
se	O	-
trouvait	O	-
sous	O	-
une	O	-
espèce	O	-
de	O	-

mauvaise	O	-
humeur	O	-
sur	O	-
ses	O	-
gonds	O	-
oxydés	O	-
et	O	-
criards	O	-
,	O	-
on	O	-
se	O	-
trouvait	O	-
sous	O	-
une	O	-
espèce	O	-
de	O	-
voûte	O	-
ogivale	O	-
plus	O	-
ancienne	O	-
que	O	-
le	O	-
reste	O	-
du	O	-
logis	O	-
,	O	-
et	O	-
divisée	O	-
par	O	-
quatre	O	-
boudins	O	-
de	O	-

voûte	O	-
ogivale	O	-
plus	O	-
ancienne	O	-
que	O	-
le	O	-
reste	O	-
du	O	-
logis	O	-
,	O	-
et	O	-
divisée	O	-
par	O	-
quatre	O	-
boudins	O	-
de	O	-
granit	O	-
bleuâtre	O	-
se	O	-
rencontrant	O	-
à	O	-
leur	O	-
point	O	-
d'	O	-
intersection	O	-
à	O	-
une	O	-
pierre	O	-
en	O	-
saillie	O	-
où	O	-
se	O	-

granit	O	-
bleuâtre	O	-
se	O	-
rencontrant	O	-
à	O	-
leur	O	-
point	O	-
d'	O	-
intersection	O	-
à	O	-
une	O	-
pierre	O	-
en	O	-
saillie	O	-
où	O	-
se	O	-
revoyaient	O	-
,	O	-
un	O	-
peu	O	-
moins	O	-
dégradées	O	-
,	O	-
les	O	-
armoiries	O	-
sculptées	O	-
à	O	-
l'	O	-
extérieur	O	-
,	O	-
trois	O	-
cigognes	O	-

revoyaient	O	-
,	O	-
un	O	-
peu	O	-
moins	O	-
dégradées	O	-
,	O	-
les	O	-
armoiries	O	-
sculptées	O	-
à	O	-
l'	O	-
extérieur	O	-
,	O	-
trois	O	-
cigognes	O	-
d'	O	-
or	O	-
sur	O	-
champ	O	-
d'	O	-
azur	O	-
,	O	-
ou	O	-
quelque	O	-
chose	O	-
d'	O	-
analogue	O	-
,	O	-
car	O	-
l'	O	-
ombre	O	-

d'	O	-
or	O	-
sur	O	-
champ	O	-
d'	O	-
azur	O	-
,	O	-
ou	O	-
quelque	O	-
chose	O	-
d'	O	-
analogue	O	-
,	O	-
car	O	-
l'	O	-
ombre	O	-
de	O	-
la	O	-
voûte	O	-
ne	O	-
permettait	O	-
pas	O	-
de	O	-
les	O	-
bien	O	-
distinguer	O	-
.	O	-
Dans	O	-
le	O	-
mur	O	-
étaient	O	-
scellés	O	-

de	O	-
la	O	-
voûte	O	-
ne	O	-
permettait	O	-
pas	O	-
de	O	-
les	O	-
bien	O	-
distinguer	O	-
.	O	-
Dans	O	-
le	O	-
mur	O	-
étaient	O	-
scellés	O	-
des	O	-
éteignoirs	O	-
en	O	-
tôle	O	-
noircis	O	-
par	O	-
les	O	-
torches	O	-
,	O	-
et	O	-
des	O	-
anneaux	O	-
de	O	-
fer	O	-
où	O	-
s'	O	-

des	O	-
éteignoirs	O	-
en	O	-
tôle	O	-
noircis	O	-
par	O	-
les	O	-
torches	O	-
,	O	-
et	O	-
des	O	-
anneaux	O	-
de	O	-
fer	O	-
où	O	-
s'	O	-
attachaient	O	-
autrefois	O	-
les	O	-
chevaux	O	-
des	O	-
visiteurs	O	-
,	O	-
événement	O	-
bien	O	-
rare	O	-
aujourd'	O	-
hui	O	-
,	O	-
à	O	-
en	O	-
croire	O	-

attachaient	O	-
autrefois	O	-
les	O	-
chevaux	O	-
des	O	-
visiteurs	O	-
,	O	-
événement	O	-
bien	O	-
rare	O	-
aujourd'	O	-
hui	O	-
,	O	-
à	O	-
en	O	-
croire	O	-
la	O	-
poussière	O	-
qui	O	-
les	O	-
souillait	O	-
.	O	-
De	O	-
ce	O	-
porche	O	-
,	O	-
sous	O	-
lequel	O	-
s'	O	-
ouvraient	O	-
deux	O	-
portes	O	-

la	O	-
poussière	O	-
qui	O	-
les	O	-
souillait	O	-
.	O	-
De	O	-
ce	O	-
porche	O	-
,	O	-
sous	O	-
lequel	O	-
s'	O	-
ouvraient	O	-
deux	O	-
portes	O	-
,	O	-
l'	O	-
une	O	-
conduisant	O	-
aux	O	-
appartements	O	-
du	O	-
rez	O	-
-	O	-
de	O	-
-	O	-
chaussée	O	-
,	O	-
l'	O	-
autre	O	-
à	O	-

,	O	-
l'	O	-
une	O	-
conduisant	O	-
aux	O	-
appartements	O	-
du	O	-
rez	O	-
-	O	-
de	O	-
-	O	-
chaussée	O	-
,	O	-
l'	O	-
autre	O	-
à	O	-
une	O	-
salle	O	-
qui	O	-
avait	O	-
pu	O	-
jadis	O	-
servir	O	-
de	O	-
salle	O	-
des	O	-
gardes	O	-
,	O	-
on	O	-
débouchait	O	-
dans	O	-
une	O	-

une	O	-
salle	O	-
qui	O	-
avait	O	-
pu	O	-
jadis	O	-
servir	O	-
de	O	-
salle	O	-
des	O	-
gardes	O	-
,	O	-
on	O	-
débouchait	O	-
dans	O	-
une	O	-
cour	O	-
triste	O	-
,	O	-
nue	O	-
et	O	-
froide	O	-
,	O	-
entourée	O	-
de	O	-
hautes	O	-
murailles	O	-
rayées	O	-
de	O	-
longs	O	-
filaments	O	-
noirs	O	-

cour	O	-
triste	O	-
,	O	-
nue	O	-
et	O	-
froide	O	-
,	O	-
entourée	O	-
de	O	-
hautes	O	-
murailles	O	-
rayées	O	-
de	O	-
longs	O	-
filaments	O	-
noirs	O	-
par	O	-
les	O	-
pluies	O	-
d'	O	-
hiver	O	-
.	O	-
Dans	O	-
les	O	-
angles	O	-
de	O	-
la	O	-
cour	O	-
,	O	-
parmi	O	-
les	O	-
gravats	O	-

par	O	-
les	O	-
pluies	O	-
d'	O	-
hiver	O	-
.	O	-
Dans	O	-
les	O	-
angles	O	-
de	O	-
la	O	-
cour	O	-
,	O	-
parmi	O	-
les	O	-
gravats	O	-
tombés	O	-
des	O	-
corniches	O	-
ébréchées	O	-
,	O	-
poussaient	O	-
l'	O	-
ortie	O	-
,	O	-
la	O	-
folle	O	-
avoine	O	-
et	O	-
la	O	-
ciguë	O	-
,	O	-

tombés	O	-
des	O	-
